"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"Gold Fever Overwhelms Sutters Mill","Finding gold at John Sutter&#039;s rancho in northern California led to gold fever, and the destruction of a man&#039;s hopes and dreams. Learn more about the man and his times in this Gold Rush video.","36917423001","","Gold rush","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/gold/video/gold-fever-overwhelms-sutters-mill/thumbnail-120x90/thumbnail/1119379849_1618652505_realwest-goldrush-sutter-marshall-broadband-small.jpg.jpg"" />","realwest_goldrush_sutter_marshall_broadband","P2w_cDgT37fc","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/gold/video/gold-fever-overwhelms-sutters-mill","No","04/04/2011 16:32","155.198","pl, ro","","",
"The Emancipation Proclamation","Doris Kearns Goodwin speaks about the importance of The Emancipation Proclamation in the context of the Civil War. Lincoln issued the Proclamation in 1863, declaring freedom for all slaves in rebellious territories.","36941541001","","Emancipation Proclamation","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/one-last-chance/video/the-emancipation-proclamation/thumbnail-120x90/thumbnail/1119379849_8822824001_History-Lincoln-Lincolns-Speeches-Emancipation-Proclamation-SF-small.jpg.jpg"" />","History_Lincoln_Lincolns_Speeches_Emancipation_Proclamation_SF","rCWvei4Tyq_d","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/one-last-chance/video/the-emancipation-proclamation","No","04/04/2011 16:31","133.799","pl, ro","","",
"The Men Who Built America: Rockefeller","From an early age Rockefeller was making sweets and selling them to his friends. The money he made was used to support his family as his father a con man, Devil Bill was never around.","2197900767001","","John D. Rockefeller&#039;s oil fortune","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/robber-barons-oil/video/the-men-who-built-america-rockefeller-rising/thumbnail-120x90/thumbnail/22204771001_2201687885001_961896998-146-1362393335340.jpg.jpg"" />","","","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/robber-barons-oil/video/the-men-who-built-america-rockefeller-rising","No","06/03/2013 12:48","","pl, ro","","",
"The Men Who Built America: Andy Carnegie","Scottish-born Andrew Carnegie (1835-1919) was an American industrialist who amassed a fortune in the steel industry then became a major philanthropist.","2197907904001","","Andrew Carnegie&#039;s steel fortune","The Men Who Built America","","<img src=""http://www.history.co.uk/shows/the-men-who-built-america/meet-the-men-who-built-america/the-men-who-built-america-andy-carnegie/thumbnail-120x90/thumbnail/22204771001_2197926279001_th-5130e58ae4b04b488356cc5e-1592194039001.jpg.jpg"" />","bc_2197907904001","9kE8RXFWyy0I","All","","","","Video","","http://www.history.co.uk/shows/the-men-who-built-america/meet-the-men-who-built-america/the-men-who-built-america-andy-carnegie","No","06/03/2013 12:48","180.118","pl, ro","","",
"Pearl Harbor Is Attacked","&#034;December 7, 1941 a date which will live in infamy the United States of America was suddenly and deliberately attacked by naval and air forces of the Empire of Japan&#034;<br />Franklin D. Roosevelt","105916016001","","Pearl Harbor","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/pearl-harbor/video/pearl-harbor-is-attacked/thumbnail-120x90/thumbnail/22204771001_105275006001_History-US-History-Pearl-Harbor-SF-small-150x100.jpg.jpg"" />","History_US_History_Pearl_Harbor_SF","agS28OGWpGb5","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/pearl-harbor/video/pearl-harbor-is-attacked","No","05/04/2011 16:14","138.840","pl, ro","","",
"Richard Young Recalls Pearl Harbor","December 7, 1941 was the blackest day in United States Naval history. On this day, Japanese planes attacked the United Sates naval base at Pearl Harbor. Hear Robert Young, a Pearl Harbor survivor, relate his story in this video.","36891752001","","Pearl Harbor","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/pearl-harbor/video/richard-young-recalls-pearl-harbor/thumbnail-120x90/thumbnail/1119379849_1554375042_d09df883000f58fbf9571459de078302fecaddcc.jpg.jpg"" />","veterans_wwii_young_broadband","bqmGGTIB9vV_","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/pearl-harbor/video/richard-young-recalls-pearl-harbor","No","05/04/2011 16:14","199.133","pl, ro","","",
"Women&#039;s Army Auxiliary Corps","May 14, 1943 marked the first anniversary of the Women&#039;s Army Auxiliary Corps (WAAC). The Women&#039;s Army Corps, a U.S. army organization created during World War II to enlist women as auxiliaries for noncombatant duty in the U.S. army. ","36940176001","","African Americans &amp; Women","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/african-americans-and-women/video/womens-army-auxiliary-corps/thumbnail-120x90/thumbnail/1119379849_1641801548_uvy1943-waac-193-small.jpg.jpg"" />","uvy1943_waac_193","wCG1TB_vaMj_","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/african-americans-and-women/video/womens-army-auxiliary-corps","No","05/04/2011 16:14","194.914","pl, ro","","",
"Rare Footage of D-Day","Get a glimpse of the US invasion of Normandy on D-Day in this video clip featuring newsreel footage of the invasion.","36918448001","","African Americans &amp; Women","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/african-americans-and-women/video/d-day-rare-footage/thumbnail-120x90/thumbnail/1119379849_1672004747_mf1-dday-132-small.jpg.jpg"" />","mf1_dday_132","kT3mDOskiZNV","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/african-americans-and-women/video/d-day-rare-footage","No","05/04/2011 16:26","133.658","pl, ro","","",
"Atomic Bomb Assembled","History Uncut - The History Channel: Footage of the atomic bomb being assembled and lifted with precision. This video clip is courtesy of The History Channel.","36934435001","","Atomic bomb","","","<img src=""http://www.history.co.uk/explore-history/history-of-america/bomb/video/atomic-bomb-assembled/thumbnail-120x90/thumbnail/1119379849_1476766913_2e5f74bd5e02a390e4f30a719ca5158360658289.jpg.jpg"" />","History_History_Uncut_Atomic_Bomb_SF","cT9w8XscMqZ5","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-america/bomb/video/atomic-bomb-assembled","No","05/04/2011 16:26","86.856","pl, ro","","",
"Elevators of 9/11: Trapped in the Tower","What happened to those inside the lifts as the planes hit the town towers? We find out in this clip...","1089788242001","","9/11 A War on Terror","9/11 Remembered","","<img src=""http://www.history.co.uk/shows/nine-eleven-remembered/clips/elevators-of-911-trapped-in-the-towers-remembering-anthony-savas/thumbnail-120x90/thumbnail/22204771001_1089805131001_ari-origin05-arc-121-1312212566356.jpg.jpg"" />","bc_1089788242001","u6DuyIiQ7N4p","All","","","","Video","","http://www.history.co.uk/shows/nine-eleven-remembered/clips/elevators-of-911-trapped-in-the-towers-remembering-anthony-savas","No","03/08/2011 14:19","213.467","pl, ro","","",
"Anatomy of 9/11: Escaping the South Tower","Brian Clark and Stanley Praimnath survived the attack on the twin towers, we hear their heroic story.","1089788243001","","9/11 A War on Terror","9/11 Remembered","","<img src=""http://www.history.co.uk/shows/nine-eleven-remembered/clips/anatomy-of-911-escaping-the-south-tower/thumbnail-120x90/thumbnail/22204771001_1091943792001_ari-origin05-arc-121-1312366790883.jpg.jpg"" />","bc_1089788243001","F7j6K53PjpBZ","All","","","","Video","","http://www.history.co.uk/shows/nine-eleven-remembered/clips/anatomy-of-911-escaping-the-south-tower","No","03/08/2011 14:19","307.041","pl, ro","","",
"Elevators of 9/11: Trapped in the Towers: Carmen","Carmen Griffith tells her story of how she survived the attack.","1089778670001","","9/11 A War on Terror","9/11 Remembered","","<img src=""http://www.history.co.uk/shows/nine-eleven-remembered/clips/elevators-of-911-trapped-in-the-towers-carmen-and-arturo/thumbnail-120x90/thumbnail/22204771001_1089822833001_th-1089816127001.jpg.jpg"" />","bc_1089778670001","vgAEpuVQmU1m","All","","","","Video","","http://www.history.co.uk/shows/nine-eleven-remembered/clips/elevators-of-911-trapped-in-the-towers-carmen-and-arturo","No","03/08/2011 14:19","264.765","pl, ro","","",
"1970: England in Training","1970: England in training for the World Cup in Mexico; on the ptich, at the dining table and in the bath.","89544650001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/1970-england-in-training/thumbnail-120x90/thumbnail/22204771001_89728241001_ari-origin06-arc-178-1275561121461.jpg.jpg"" />","bc_89544650001","le6fvNQN_pzf","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/1970-england-in-training","No","03/06/2010 12:26","126.034","pl, ro","","",
"1966: World Cup Final","England beat Germany 4-2 in the World Cup Final at Wembley in July 1966.","89522965001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/1966-world-cup-final/thumbnail-120x90/thumbnail/22204771001_89710663001_ari-origin07-arc-98-1275558120103.jpg.jpg"" />","bc_89522965001","D7PaDsXm32VK","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/1966-world-cup-final","No","03/06/2010 12:26","573.067","pl, ro","","",
"1970: Chelsea FC Sing","1970: Shots from the FA Cup final between Chelsea and Leeds United, intercut with members of the Chelsea team singing their team song &#039;Blue Is The Colour&#039; in a recording studio. They don&#039;t make &#039;em like this anymore.","89553391001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/1970-chelsea-fc-sing-blue-is-the-colour/thumbnail-120x90/thumbnail/22204771001_89714629001_ari-origin08-arc-157-1275560356863.jpg.jpg"" />","bc_89553391001","5fLeOJatIo4Y","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/1970-chelsea-fc-sing-blue-is-the-colour","No","03/06/2010 12:26","151","pl, ro","","",
"200 Year Old Football","1924: The whole town of Alnwick, Northumberland joins in the annual Shrove Tuesday Game of football. Looks like as long as you&#039;ve wearing a coat and a flat cap you can join in. (NB: This clip is silent)","89551590001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/200-year-old-football/thumbnail-120x90/thumbnail/22204771001_89727236001_ari-origin05-arc-119-1275560702402.jpg.jpg"" />","bc_89551590001","zlQW686VXm48","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/200-year-old-football","No","03/06/2010 12:26","50","pl, ro","","",
"1950: Arsenal FC in Training","1950, Highbury, London. The Arsenal football team in training at Highbury. The team are described as &#034;the glamour boys of soccer&#034;. Footballer / cricketer Denis Compton and other players kick around on the pitch and receive various treatments.","89544658001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/1950-arsenal-fc-in-training/thumbnail-120x90/thumbnail/22204771001_89727220001_ari-origin05-arc-137-1275559961916.jpg.jpg"" />","bc_89544658001","P6TFNkxMDhqI","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/1950-arsenal-fc-in-training","No","03/06/2010 12:26","143.034","pl, ro","","",
"1966: World Cup Draw","1966: FIFA officials make the World Cup Draw at the Royal Garden Hotel, London. If you&#039;re looking for the glitz and glamour of the 2010 draw in South Africa with Hollywood star Charlize Theron, you&#039;ll be disappointed.","89556503001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/1966-world-cup-draw/thumbnail-120x90/thumbnail/22204771001_89727253001_ari-origin05-arc-91-1275561621721.jpg.jpg"" />","bc_89556503001","CAN_o0OgQpuR","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/1966-world-cup-draw","No","03/06/2010 12:26","86.034","pl, ro","","",
"GB v Rest of Europe","1947: Hampden Park, Glasgow, Scotland. The British team win 6-1 in football match against the European team.","89553384001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/great-britains-easy-win-over-rest-of-europe/thumbnail-120x90/thumbnail/22204771001_89728249001_ari-origin06-arc-173-1275561407568.jpg.jpg"" />","bc_89553384001","a6ItQQ12GCwD","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/great-britains-easy-win-over-rest-of-europe","No","03/06/2010 12:26","148.034","pl, ro","","",
"1969: England v Scotland","England V. Scotland. The final of the British Championship. Wembley Stadium, London. 1969.","89551594001","","History of Football","","","<img src=""http://www.history.co.uk/explore-history/history-of-football/videos/england-v-scotland-1969/thumbnail-120x90/thumbnail/22204771001_89701525001_ari-origin05-arc-126-1275557555897.jpg.jpg"" />","bc_89551594001","DnRd2vaQyNP8","All","","","","Video","","http://www.history.co.uk/explore-history/history-of-football/videos/england-v-scotland-1969","No","03/06/2010 12:26","170","pl, ro","","",
"Versailles as 20 year ceasefire","Prof Richard Overy addreses the idea that the Versailles Peace Treaty was the main cause of the Second World War","73450299001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/versailles-as-twenty-year-ceasefire/thumbnail-120x90/thumbnail/22204771001_73466608001_th-73457396001.jpg.jpg"" />","bc_73450299001","CCb1Jz7wJt6g","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/versailles-as-twenty-year-ceasefire","No","24/03/2010 15:06","95.059","pl, ro","","",
"Germany humiliated at Versailles","Dr Simon Trew argues that the Versailles peace treaty gave Germany powerful grievances, whilst at the same time not totally stripping her of the power to strike back at a later date","73369508001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/germany-humiliated-at-versailles/thumbnail-120x90/thumbnail/22204771001_73380917001_th-73380076001.jpg.jpg"" />","bc_73369508001","QkQR4LOp22kT","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/germany-humiliated-at-versailles","No","24/03/2010 15:06","120.816","pl, ro","","",
"Vengeance at Versailles","Dr Duncan Anderson contrasts peace negotiations in 1814 at the end of the Napoleonic Wars, with those in 1919, when public emotion demanded that Germany be made to pay","73450298001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/vengeance-at-versailles/thumbnail-120x90/thumbnail/22204771001_73464316001_th-73457390001.jpg.jpg"" />","bc_73450298001","Y61PvjB_O2ay","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/vengeance-at-versailles","No","24/03/2010 15:06","184.737","pl, ro","","",
"Treaty of Versailles","Scenes from within the Palace of Versailles, as delegates discuss the Peace Treaty","69753210001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/treaty-of-versailles/thumbnail-120x90/thumbnail/22204771001_71412229001_scold19-164-1268327527457.jpg.jpg"" />","bc_69753210001","QzxBS2ArrCwQ","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/treaty-of-versailles","No","24/03/2010 15:06","58.984","pl, ro","","",
"Opening of the Versailles Peace Conference","Following the end of the First World War, Clemenceau, Lloyd George and President Wilson are seen arriving for neogotiations at Versailles, followed by the signing of the Treaty in the Hall of Mirrors","69753207001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/opening-of-the-versailles-peace-conference/thumbnail-120x90/thumbnail/22204771001_71412823001_rhumba18-156-1268327304476.jpg.jpg"" />","bc_69753207001","TD_0np4DcTUN","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/opening-of-the-versailles-peace-conference","No","24/03/2010 15:06","128.026","pl, ro","","",
"French occupation of Germany 1923","Trouble in Berlin. French soldiers guard a bank as people mill about in the streets, and the damaged townhall of Rhenanie Aix-la-Chapelle","69729118001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/french-occupation-of-germany-1923/thumbnail-120x90/thumbnail/22204771001_71412208001_scold19-153-1268327019819.jpg.jpg"" />","bc_69729118001","goB3Iq2uZomq","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/french-occupation-of-germany-1923","No","24/03/2010 15:06","65.985","pl, ro","","",
"Destruction of German airforce after World War I","Immense numbers of German aircraft and engines are destroyed under the terms of the Versailles peace treaty","69720752001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/destruction-of-of-german-airforce-after-world-war-i/thumbnail-120x90/thumbnail/22204771001_71409794001_wake19-174-1268326704865.jpg.jpg"" />","bc_69720752001","VqfF9m3aoq6q","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/destruction-of-of-german-airforce-after-world-war-i","No","24/03/2010 15:06","51.382","pl, ro","","",
"Armistice Day","&#034;The greatest day in all history: How they took the news of Germany&#039;s surrender in the largest cities of the world&#034;","69686554001","","Treaty of Versailles","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/armistice-day/thumbnail-120x90/thumbnail/22204771001_71412791001_rhumba18-157-1268326529124.jpg.jpg"" />","bc_69686554001","Elc6c_gTLTlk","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/armistice-day","No","24/03/2010 15:06","71.941","pl, ro","","",
"The Versailles military clauses","Dr Duncan Anderson argues that the unintended consequences of the Versailles Treaty, ironically, helped Germany to develop the most modern and sophisticated army in Europe by 1939","73448468001","World War 2","Treaty of Versailles
Nazi Germany
Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/the-versailles-military-clauses/thumbnail-120x90/thumbnail/22204771001_73455779001_th-73453298001.jpg.jpg"" />","","","All","","DUPLICATE","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/the-versailles-military-clauses","No","26/03/2010 9:34","","pl, ro","","",
"The rise of Nazi Germany","Nazi SA &#039;brownshirts&#039; organise boycotts of Jewish businesses in Berlin. Hitler presides over a military parade in 1939 to celebrate his 50th birthday, and Minister for Propaganda Josef Goebbels speaks at a Nazi book-burning rally","69753203001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-rise-of-nazi-germany/thumbnail-120x90/thumbnail/22204771001_69755797001_th-69747765001.jpg.jpg"" />","","","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-rise-of-nazi-germany","No","24/03/2010 14:22","","pl, ro","","",
"Rearming Germany","Prof Richard Overy argues that Nazi rearmament was serious and substantial, but was not geared towards a major European war in 1939","73419351001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/rearming-germany/thumbnail-120x90/thumbnail/22204771001_73423769001_th-73421076001.jpg.jpg"" />","bc_73419351001","DFcgW6ZGwdmw","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/rearming-germany","No","24/03/2010 17:01","150.230","pl, ro","","",
"Hitler&#039;s first speech as chancellor","GERMAN LANGUAGE: Newly appointed German Chancellor Adolf Hitler makes his first speech and other prominent Nazis take office after the January 1933 General Election","68851993001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/hitlers-first-speech-as-chancellor/thumbnail-120x90/thumbnail/22204771001_71647643001_rhumba18-136-1268413998965.jpg.jpg"" />","","","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/hitlers-first-speech-as-chancellor","No","24/03/2010 17:01","","pl, ro","","",
"German rearmament","German army officers inspect an armaments factory, as Hitler&#039;s regime rearms in defiance of the Versailles Treaty","68872800001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-rearmament/thumbnail-120x90/thumbnail/22204771001_71645121001_sleuth12-171-1268413927110.jpg.jpg"" />","","","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-rearmament","No","24/03/2010 17:01","","pl, ro","","",
"Adolf Hitler assumes Bizmarks mantle 1933","&#034;Berlin. Adolf Hitler assumes Bismark&#039;s mantle! As Germany&#039;s Chancellor - once a Lance Corporal - he is now master of his adopted country&#039;s destiny - and a wondering world awaits.......what?","68798562001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/adolf-hitler-assumes-bizmarks-mantle-1933/thumbnail-120x90/thumbnail/22204771001_71645113001_sleuth12-181-1268413774105.jpg.jpg"" />","bc_68798562001","i2VjvD1a25i_","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/adolf-hitler-assumes-bizmarks-mantle-1933","No","24/03/2010 17:01","122.044","pl, ro","","",
"German Nazi youth camp 1930","A German film showing young people, mostly Hitler Youth, enjoying themselves at an outdoor camp","68821410001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-nazi-youth-camp-1930/thumbnail-120x90/thumbnail/22204771001_68828119001_th-68819946001.jpg.jpg"" />","bc_68821410001","KfuXWLz3GCFm","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-nazi-youth-camp-1930","No","24/03/2010 17:01","88.084","pl, ro","","",
"The new Germany","&#034;Berlin. Hundreds of thousands of boys and girls in a Nazi great &#039;Demonstration of Youth&#039;","68916718001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-new-germany/thumbnail-120x90/thumbnail/22204771001_68927717001_th-68925484001.jpg.jpg"" />","","","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-new-germany","No","24/03/2010 17:01","","pl, ro","","",
"German war readiness","Dr Simon Trew looks at how Germany was psychologically and physically well prepared for a short European war in 1939, but less so for a longer conflict","73378723001","","Nazi Germany
Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-war-readiness/thumbnail-120x90/thumbnail/22204771001_73375061001_rhumba18-175-1269357437072.jpg.jpg"" />","","","All","","DUPLICATE","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-war-readiness","No","26/03/2010 9:37","","pl, ro","","",
"Hitler and the threat of war","Prof Richard Overy explains why the rise to power of Adolf Hitler in Germany in 1933 made a European war much more likely","73382565001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/hitler-and-the-threat-of-war/thumbnail-120x90/thumbnail/22204771001_73384414001_th-73383074001.jpg.jpg"" />","bc_73382565001","P1xr6eSa_ysc","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/hitler-and-the-threat-of-war","No","24/03/2010 17:01","63.059","pl, ro","","",
"The Versailles military clauses","Dr Duncan Anderson argues that the unintended consequences of the Versailles Treaty, ironically, helped Germany to develop the most modern and sophisticated army in Europe by 1939","73448468001","World War 2","Treaty of Versailles
Nazi Germany
Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-versailles-military-clauses/thumbnail-120x90/thumbnail/22204771001_73455779001_th-73453298001.jpg.jpg"" />","","","All","","DUPLICATE","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-versailles-military-clauses","No","26/03/2010 9:34","","pl, ro","","",
"The escalation of anti-Semitism","A selection of different clips from Nazi Germany, the concentration camps and the Nuremberg trials","68895836001","","Nazi Germany","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-escalation-of-anti-semitism/thumbnail-120x90/thumbnail/22204771001_72259259001_rhumba18-159-1268743332396.jpg.jpg"" />","","","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/the-escalation-of-anti-semitism","No","24/03/2010 14:22","","pl, ro","","",
"Chamberlain Sudetan crisis","British Prime Minister Neville Chamberlain&#039;s ultimate act of appeasement to Hitler as it was reported at the time","69990163001","","Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/chamberlain-sudetan-crisis/thumbnail-120x90/thumbnail/22204771001_71658723001_rhumba18-162-1268415368517.jpg.jpg"" />","bc_69990163001","zCnsMVNqohjW","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/chamberlain-sudetan-crisis","No","25/03/2010 9:21","252.055","pl, ro","","",
"Buying time at Munich","Dr Simon Trew points out that Britain&#039;s policy of appeasement helped to buy her much needed time for her own rearmament","73362741001","","Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/buying-time-at-munich/thumbnail-120x90/thumbnail/22204771001_73366459001_th-73365897001.jpg.jpg"" />","bc_73362741001","Tr9wyebMcs7V","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/buying-time-at-munich","No","25/03/2010 9:21","107.023","pl, ro","","",
"The curse of the Swastika","Allied propaganda film chronicles the events leading up to war in Europe","68926339001","","Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/the-curse-of-the-swastika/thumbnail-120x90/thumbnail/22204771001_71651204001_scold19-168-1268415876739.jpg.jpg"" />","bc_68926339001","iJOeB8CY6vvj","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/the-curse-of-the-swastika","No","25/03/2010 9:21","82.964","pl, ro","","",
"Appeasing Hitler","Prof Richard Overy looks at why appeasement was such a popular policy in the 1930&#039;s, and if there was any other realistic option","73359483001","","Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/appeasing-hitler/thumbnail-120x90/thumbnail/22204771001_73360952001_th-73354245001.jpg.jpg"" />","bc_73359483001","Rwm8zPGu6HAc","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/appeasing-hitler","No","25/03/2010 9:21","119.536","pl, ro","","",
"Keep calm and dig","As the threat of war looms large, people in London are urged to dig trenches and shelters andare equipped with gasmasks","69739239001","","Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/keep-calm-and-dig/thumbnail-120x90/thumbnail/22204771001_71654710001_wake19-172-1268415760890.jpg.jpg"" />","bc_69739239001","BPP4HRbdqUy6","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/keep-calm-and-dig","No","25/03/2010 9:21","41.116","pl, ro","","",
"Munich Agreement signed","Hitler and Goering celebrate the signing of the Munich Agreement which effectively hands over Czechoslovakia to German military domination","68895805001","","Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/munich-agreement-signed/thumbnail-120x90/thumbnail/22204771001_71651186001_scold19-174-1268415536664.jpg.jpg"" />","bc_68895805001","a0E_4PaRKCQ8","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/munich-agreement-signed","No","25/03/2010 9:21","116.062","pl, ro","","",
"British 1930s military doctrine","Dr Duncan Anderson explains how Britain learnt all the wrong lessons from World War One, and was left unprepared for modern warfare in 1939","73359509001","","Appeasement
Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/appeasement/video/british-1930s-military-doctrine/thumbnail-120x90/thumbnail/22204771001_73366031001_th-73361095001.jpg.jpg"" />","","","All","","DUPLICATE","","Video","","http://www.history.co.uk/explore-history/ww2/appeasement/video/british-1930s-military-doctrine","No","26/03/2010 9:43","","pl, ro","","",
"German war readiness","Dr Simon Trew looks at how Germany was psychologically and physically well prepared for a short European war in 1939, but less so for a longer conflict","73378723001","","Nazi Germany
Appeasement","","","<img src=""http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-war-readiness/thumbnail-120x90/thumbnail/22204771001_73375061001_rhumba18-175-1269357437072.jpg.jpg"" />","bc_73378723001","a_TRoROVNF8K","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/nazi-germany/video/german-war-readiness","No","26/03/2010 9:37","174.315","pl, ro","","",
"German invasion of Poland 1939","The German battleship &#039;Schleswig-Holstein&#039; fires the opening shots of the war into the Polish city of Danzig. As German troops flood across the border, Warsaw also comes under bombardment","69724446001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/german-invasion-of-poland-1939/thumbnail-120x90/thumbnail/22204771001_72567410001_sleuth12-173-1268904955766.jpg.jpg"" />","bc_69724446001","dW76kLUcXt37","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/german-invasion-of-poland-1939","No","24/03/2010 17:05","189.675","pl, ro","","",
